Name,ClassName,Type,Description,Solution,Image Link,Plant Name
"Bệnh xoăn vàng lá Cà chua (TYLCV)",Tomato_Yellow_Leaf_Curl_Virus,Bệnh virus,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh xoăn vàng lá (Tomato Yellow Leaf Curl Virus - TYLCV) là nỗi ám ảnh của người trồng cà chua, bệnh lan truyền rất nhanh và làm cây gần như không ra quả.</p><h3>Tác nhân & Lây truyền</h3><ul><li><strong>Virus:</strong> <em>Begomovirus</em> (Họ Geminiviridae).</li><li><strong>Vector:</strong> Bọ phấn trắng (<em>Bemisia tabaci</em>) là môi giới duy nhất truyền bệnh.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Lá ngọn xoăn tít lại, kích thước nhỏ, màu xanh vàng hoặc vàng loang lổ. Mép lá cong lên trên hình lòng thuyền.</li><li><strong>Trên cây:</strong> Cây bị lùn (còi cọc), các lóng thân ngắn lại, mọc thành bụi rậm rạp.</li><li><strong>Trên hoa/quả:</strong> Hoa rụng hàng loạt, tỷ lệ đậu quả cực thấp. Nếu có quả thì quả nhỏ, cứng và nhạt màu.</li></ul></div>","1. Biện pháp canh tác:<br>- Nhổ bỏ và tiêu hủy cây bệnh ngay khi phát hiện.<br>- Che phủ luống bằng màng nilon phản quang để xua đuổi bọ phấn.<br><br>2. Biện pháp hóa học (Trừ bọ phấn):<br>- Bọ phấn rất mau kháng thuốc, cần luân phiên hoạt chất.<br>- Hoạt chất đặc trị: <strong>Dinotefuran</strong>, <strong>Pymetrozine</strong>, <strong>Spirotetramat</strong>, <strong>Acetamiprid</strong> hoặc <strong>Imidacloprid</strong>.<br>- Phun mặt dưới lá vào sáng sớm hoặc chiều mát.","https://content.peat-cloud.com/thumbnails/tomato-yellow-leaf-curl-virus-tomato-1575981863.jpg,https://plantwiseplusknowledgebank.org/cms/10.1079/pwkb.20247800059/asset/b308b709-4b09-4b12-95a6-2d434f566363/assets/graphic/tomato-yellow-leaf-curl-virus-ghana-2.jpg,https://plantwiseplusknowledgebank.org/cms/asset/091b135d-684e-403e-b872-ecde5b3ce971/12b929ed-131c-4aa7-822c-f0ca69654caa.png",Cà chua
"Bệnh mốc lá Cà chua",Tomato_Leaf_Mold,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh mốc lá (Leaf Mold) thường xuất hiện trong điều kiện độ ẩm cao (nhà màng, nhà kính) làm bộ lá rụng sớm, giảm năng suất.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Passalora fulva</em> (tên cũ <em>Fulvia fulva</em> hoặc <em>Cladosporium fulvum</em>).</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Mặt trên lá:</strong> Xuất hiện các đốm màu vàng nhạt, ranh giới không rõ ràng.</li><li><strong>Mặt dưới lá:</strong> Ngay bên dưới vết vàng là lớp nấm mốc màu nâu nhung hoặc xanh ô liu bao phủ (bào tử nấm).</li><li><strong>Tiến triển:</strong> Lá già bị trước, sau đó lan lên lá non. Lá bệnh bị xoăn, khô héo và rụng nhưng thường không rụng cuống.</li></ul></div>","1. Biện pháp canh tác:<br>- Giảm độ ẩm trong nhà màng, tăng cường thông gió.<br>- Tưới nhỏ giọt thay vì tưới phun mưa.<br><br>2. Biện pháp hóa học:<br>- Phun khi bệnh mới chớm.<br>- Hoạt chất: <strong>Chlorothalonil</strong>, <strong>Mancozeb</strong>, <strong>Difenoconazole</strong>, <strong>Copper Hydroxide</strong> hoặc <strong>Cymoxanil</strong>.<br>- Luân phiên các nhóm thuốc để tránh kháng nấm.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764686425/755296b4-fa21-4ec5-b912-bd85b2897a01___Crnl_L.Mold_8630_fwkcys.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686421/4459390d-64ca-42d2-977b-afb0ed667701___Crnl_L.Mold_6714_xnvjdu.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686411/4914514e-fd44-4e2b-becd-5daf581c78e6___Crnl_L.Mold_9019_kmyhyh.jpg",Cà chua
"Bệnh đốm vi khuẩn Đu đủ",Papaya_Bacterial_Spot,Bệnh vi khuẩn,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm vi khuẩn gây hại chủ yếu trên lá và cuống non, làm cây sinh trưởng kém trong mùa mưa.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Vi khuẩn:</strong> <em>Erwinia papayae</em> hoặc <em>Pseudomonas carica-papayae</em>.</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Trên lá:</strong> Các đốm nhỏ sũng nước, góc cạnh (do gân lá giới hạn), sau chuyển màu nâu đen. Xung quanh vết bệnh thường có quầng vàng.</li><li><strong>Trên cuống/thân non:</strong> Vết bệnh là các vệt sũng nước chạy dọc, thối đen, có thể làm gãy cuống lá.</li><li><strong>Trên ngọn:</strong> Nếu nặng vi khuẩn tấn công đỉnh sinh trưởng làm thối ngọn.</li></ul></div>","1. Biện pháp canh tác:<br>- Cắt bỏ lá bệnh và tiêu hủy.<br>- Tránh làm tổn thương cây khi chăm sóc.<br><br>2. Biện pháp hóa học:<br>- Phun phòng trước và sau mưa.<br>- Sử dụng thuốc gốc Đồng: <strong>Copper Oxychloride</strong>, <strong>Copper Hydroxide</strong> (Champion, Kocide).<br>- Kết hợp kháng sinh: <strong>Kasugamycin</strong> hoặc <strong>Streptomycin</strong>.<br>- Lưu ý: Không phun nồng độ quá cao gây cháy lá đu đủ.",https://example.com/papaya_bacterial.jpg,Đu đủ
"Bệnh ghẻ Táo (Vảy nến)",Apple_Scab,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh ghẻ (Apple Scab) là bệnh quan trọng nhất trên táo tây, làm quả bị méo mó, nứt nẻ, giảm giá trị thương phẩm.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Venturia inaequalis</em>.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Trên lá:</strong> Các đốm tròn màu xanh ô liu hoặc xám đen, bề mặt như nhung (lớp nấm). Lá bị nặng sẽ vàng và rụng sớm.</li><li><strong>Trên quả:</strong> Vết bệnh là các đốm đen, chai sần (hóa bần), nứt nẻ. Quả non bị bệnh sẽ bị méo mó, dị dạng. Vết bệnh trông như vảy nến.</li></ul></div>","1. Biện pháp canh tác:<br>- Quét sạch lá rụng vào mùa đông đem đốt (nguồn bệnh trú đông quan trọng nhất).<br>- Cắt tỉa cành để tán cây thông thoáng.<br><br>2. Biện pháp hóa học:<br>- Phun phòng từ khi nụ hoa mới nứt (Green tip).<br>- Hoạt chất: <strong>Difenoconazole</strong>, <strong>Myclobutanil</strong>, <strong>Captan</strong>, <strong>Mancozeb</strong> hoặc <strong>Dodine</strong>.<br>- Phun định kỳ 7-10 ngày/lần trong mùa mưa ẩm.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764686551/1547f817-6a4d-4cbc-8ce0-7dff293562ee___FREC_Scab_3194_xrvvq8.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686546/1962d1ec-fb66-4583-b631-81cd23ecf063___FREC_Scab_3238_270deg_ww6e0l.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686541/5990ed9f-ffe8-4622-bd26-e536ea5e1109___FREC_Scab_3042_90deg_tcuifg.jpg",Táo
"Cây khoai tây khỏe mạnh",Potato_Healthy,Cây khỏe,"<div><h2>Mô tả trạng thái cây</h2><p>Khoai tây khỏe mạnh có bộ lá xanh tốt, thân mập, đảm bảo tích lũy tinh bột tối đa cho củ.</p><h3>Đặc điểm hình thái</h3><ul><li><strong>Lá:</strong> Lá kép lông chim, màu xanh đậm (tùy giống), bề mặt lá hơi nhăn tự nhiên nhưng không bị xoăn tít hay khảm màu.</li><li><strong>Thân:</strong> Thân mọng nước, có lông tơ mịn, tiết diện thân hình lăng trụ (gần vuông).</li><li><strong>Củ:</strong> Vỏ củ nhẵn, mắt củ nông, không bị ghẻ lồi, ghẻ lõm hay thối ướt.</li></ul></div>","Duy trì canh tác:<br>1. Vun xới: Vun gốc 2 lần để che phủ củ non, tránh ánh sáng làm xanh vỏ củ (tích tụ độc tố Solanine).<br>2. Tưới nước: Giữ ẩm đều, không tưới quá đẫm gây thối củ.<br>3. Phòng bệnh: Phun phòng mốc sương định kỳ bằng Mancozeb.","https://www.garden.eco/wp-content/uploads/2018/06/can-you-eat-potato-leaves.jpg,https://img.freepik.com/premium-photo/fresh-green-leaf-potato-plant-isolated_696657-22650.jpg,https://thumb.photo-ac.com/f6/f6b9c5972311aeba037a7d13e629683c_t.jpeg",Khoai tây
"Bệnh chấm xám Chè (Thối nâu)",Tea_Gray_Blight,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh chấm xám (Gray Blight) tương tự bệnh thối nâu, thường xuất hiện trên lá già và cành non, làm cây sinh trưởng kém.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Pestalotiopsis</em> spp. (hoặc <em>Pestalotia theae</em>).</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Vết bệnh:</strong> Hình tròn hoặc bất định, màu xám trắng hoặc xám tro.</li><li><strong>Đặc điểm:</strong> Trên vết bệnh có các chấm đen li ti (quả thể nấm) xếp thành vòng đồng tâm rõ rệt hơn bệnh thối nâu.</li><li><strong>Ranh giới:</strong> Có đường viền màu nâu đậm ngăn cách vết bệnh với mô khỏe.</li></ul></div>","1. Biện pháp canh tác:<br>- Hái chè thường xuyên để loại bỏ lá già nhiễm bệnh.<br>- Bón cân đối NPK, tránh bón thừa đạm đơn độc.<br><br>2. Biện pháp hóa học:<br>- Phun khi bệnh chớm xuất hiện.<br>- Hoạt chất: <strong>Thiophanate-methyl</strong>, <strong>Carbendazim</strong>, <strong>Chlorothalonil</strong> hoặc <strong>Hexaconazole</strong>.<br>- Phun sau khi hái (đảm bảo thời gian cách ly 7-14 ngày).","https://res.cloudinary.com/dzstqe0re/image/upload/v1764686741/20211226_000725_vpntvb.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686736/20211228_134703_fcbgss.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686732/20211228_140435_r7frum.jpg",Chè
"Bệnh đốm tảo Chè",Tea_Algal_Spot,Bệnh tảo,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm tảo (Algal Leaf Spot) do tảo ký sinh gây ra, thường bị nhầm lẫn với nấm bệnh. Bệnh phổ biến ở vườn chè già, rậm rạp.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Tảo:</strong> <em>Cephaleuros virescens</em>.</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Mặt trên lá:</strong> Các đốm tròn nổi gồ lên, màu xanh xám hoặc vàng cam.</li><li><strong>Bề mặt:</strong> Vết bệnh có lớp nhung mịn (lông tơ của tảo). Khi già vết bệnh chuyển màu trắng xám giống như địa y.</li><li><strong>Tác hại:</strong> Nếu tấn công cành non làm vỏ cành nứt nẻ, cành khô chết.</li></ul></div>","1. Biện pháp canh tác:<br>- Đốn tỉa cành già, tạo độ thông thoáng cho vườn chè.<br>- Bón phân Kali giúp cây cứng cáp, chống chịu tảo.<br><br>2. Biện pháp hóa học:<br>- Tảo rất mẫn cảm với Đồng.<br>- Phun các thuốc gốc Đồng: <strong>Copper Oxychloride</strong>, <strong>Bordeaux</strong>.<br>- Không được phun thuốc trừ nấm thông thường (như Carbendazim) vì không hiệu quả với tảo.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764686846/20211226_102149_y7jtaq.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686841/20211226_102226_y5rt08.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764686836/20211227_132208_hbunee.jpg",Chè
"Cây táo khỏe mạnh",Apple_Healthy,Cây khỏe,"<div><h2>Mô tả trạng thái cây</h2><p>Cây táo tây khỏe mạnh có bộ khung tán cân đối, lá và quả sạch bệnh.</p><h3>Đặc điểm hình thái</h3><ul><li><strong>Lá:</strong> Lá hình bầu dục, mép răng cưa, màu xanh thẫm, mặt dưới có lông tơ mịn. Lá không bị lỗ thủng hay đốm phấn trắng.</li><li><strong>Quả:</strong> Vỏ quả căng bóng, màu sắc đặc trưng của giống (đỏ hoặc xanh), không bị vết vảy nến hay vết sâu đục.</li><li><strong>Thân cành:</strong> Vỏ thân nhẵn hoặc nứt nhẹ tự nhiên, không bị loét hay chảy nhựa.</li></ul></div>","Duy trì canh tác:<br>1. Cắt tỉa: Tỉa cành vượt, cành tăm vào mùa đông.<br>2. Dinh dưỡng: Bón phân hữu cơ hoai mục và NPK tổng hợp.<br>3. Phòng trừ: Phun dầu khoáng mùa đông để diệt trứng sâu và bào tử nấm trú đông.","https://img.freepik.com/premium-photo/green-apple-leaf-isolated-white-background-one-fresh-young-leaf_92795-1585.jpg,https://img.freepik.com/premium-photo/one-leaf-apple-clipping-path-apple-leaves-isolated-white-background_299651-606.jpg,https://www.researchgate.net/publication/378036599/figure/fig1/AS:11431281222581681@1707351651508/Nine-types-of-apple-leaf-disease-a-Health-b-Alternaria-leaf-spot-c-Brown-spot.jpg",Táo
"Cây nho khỏe mạnh",Grape_Healthy,Cây khỏe,"<div><h2>Mô tả trạng thái cây</h2><p>Cây nho khỏe mạnh có bộ rễ mạnh, dây leo cứng cáp và bộ lá quang hợp tốt.</p><h3>Đặc điểm hình thái</h3><ul><li><strong>Lá:</strong> Phiến lá to, xẻ thùy (3-5 thùy), màu xanh mướt. Gân lá nổi rõ nhưng không sưng đỏ.</li><li><strong>Dây (Thân):</strong> Lớp vỏ già bong tróc tự nhiên (đặc điểm sinh lý), gỗ bên trong cứng chắc, không bị đen lõi.</li><li><strong>Chùm quả:</strong> Cuống chùm dẻo dai, quả phát triển đều, vỏ quả có lớp phấn tự nhiên bảo vệ.</li></ul></div>","Duy trì canh tác:<br>1. Tỉa cành: Kỹ thuật quan trọng nhất (tỉa cành cấp 1, cấp 2) để điều khiển ra hoa.<br>2. Dinh dưỡng: Nho cần nhiều Kali và Canxi. Bón phân qua lá để tăng chất lượng quả.<br>3. Quản lý nước: Không để úng rễ, giảm nước khi quả bắt đầu chín ngọt.","https://www.superfoodevolution.com/images/wild-grape-leaf-Vitis-californica.jpg,https://upload.wikimedia.org/wikipedia/commons/4/4b/Close-up_of_healthy_grapevine_leaves.JPG,https://www.superfoodevolution.com/images/wild-grape-leaf-species.jpg",Nho
"Bệnh virus khảm lá bắc Chuối (BBMV)",Banana_Bract_Mosaic_Virus,Bệnh virus,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh khảm lá bắc (Banana Bract Mosaic Virus - BBrMV) là bệnh virus mới nổi, nguy hiểm không kém bệnh chùn ngọn (Bunchy Top).</p><h3>Tác nhân & Lây truyền</h3><ul><li><strong>Virus:</strong> <em>Banana bract mosaic virus</em> (BBrMV).</li><li><strong>Vector:</strong> Truyền qua rệp (Aphids) và cây giống nhiễm bệnh.</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Trên lá bắc (Bracts):</strong> Đây là triệu chứng điển hình nhất. Trên các lá bắc màu đỏ tím của bắp chuối xuất hiện các vệt sọc màu vàng hoặc xanh nhạt (khảm).</li><li><strong>Trên thân giả:</strong> Các vệt sọc màu nâu đỏ hoặc đen chạy dọc thân.</li><li><strong>Trên quả:</strong> Quả cũng có thể có các vệt sọc, méo mó.</li></ul></div>","1. Xử lý triệt để:<br>- Đào bỏ và tiêu hủy ngay bụi chuối nhiễm bệnh.<br>- Sát trùng dụng cụ sau khi xử lý cây bệnh.<br><br>2. Biện pháp phòng ngừa:<br>- Sử dụng cây giống nuôi cấy mô sạch bệnh.<br>- Quản lý rệp môi giới truyền bệnh bằng thuốc trừ sâu: <strong>Imidacloprid</strong>, <strong>Thiamethoxam</strong>.<br>- Không trồng cây chuối lấy từ vùng dịch.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764687162/aug_0_Augmented_Banana_Bract_Mosaic_Virus_Disease_295_a4v8ln.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687151/aug_0_Augmented_Banana_Bract_Mosaic_Virus_Disease_305_zfffql.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687136/aug_0_Augmented_Banana_Bract_Mosaic_Virus_Disease_330_hmewyy.jpg",Chuối
"Bệnh bạc lá lúa (Cháy bìa lá)",Rice_Bacterial_Leaf_Blight,Bệnh vi khuẩn,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh bạc lá lúa do vi khuẩn <em>Xanthomonas</em> gây ra, là một trong những bệnh nghiêm trọng nhất ở lúa, đặc biệt trong mùa mưa bão. Bệnh làm lúa bị lép hạt, giảm năng suất nghiêm trọng.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Vi khuẩn:</strong> <em>Xanthomonas oryzae</em> pv. <em>oryzae</em>.</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Vết bệnh:</strong> Bắt đầu từ chóp lá hoặc mép lá lan dần vào trong và xuống dưới.</li><li><strong>Màu sắc:</strong> Vết bệnh có màu xanh tái (úng nước), sau chuyển sang vàng và cuối cùng là trắng xám (bạc lá).</li><li><strong>Ranh giới:</strong> Giữa phần bệnh và phần khỏe có đường viền gợn sóng màu vàng.</li><li><strong>Dấu hiệu đặc trưng:</strong> Vào sáng sớm, trên vết bệnh có các giọt dịch vi khuẩn màu vàng đục (giọt keo vi khuẩn).</li></ul></div>","1. Biện pháp canh tác (Quan trọng nhất):<br>- Sử dụng giống lúa kháng bạc lá.<br>- Bón phân cân đối, tuyệt đối <strong>không bón thừa Đạm</strong> và không bón Đạm lai rai khi cây đang bị bệnh.<br>- Giữ mực nước trong ruộng vừa phải, tránh để ruộng khô nứt nẻ làm đứt rễ.<br><br>2. Biện pháp hóa học:<br>- Phun khi bệnh chớm xuất hiện.<br>- Thuốc đặc trị vi khuẩn: <strong>Bismerthiazol</strong> (Sasa), <strong>Kasugamycin</strong> (Kasumin), <strong>Bronopol</strong> (Totan), <strong>Streptomycin</strong>.<br>- Phun nhắc lại lần 2 sau 5-7 ngày nếu bệnh nặng.","https://www.researchgate.net/profile/Mohammad-Malek-Faizal-Azizi/publication/359220404/figure/fig1/AS:1141720959975425@1649218897482/Symptoms-of-bacterial-leaf-blight-disease-in-rice-caused-by-Xanthomonas-oryzae-pv.png,https://content.peat-cloud.com/thumbnails/bacterial-blight-of-rice-rice-1581498605.jpg,https://www.plantdiseases.org/sites/default/files/plant_disease/images/0829.jpg",Lúa
"Cây lúa khỏe mạnh",Rice_Healthy,Cây khỏe,"<div><h2>Mô tả trạng thái cây</h2><p>Cây lúa khỏe mạnh là tiền đề cho năng suất cao, khả năng chống chịu sâu bệnh tốt.</p><h3>Đặc điểm hình thái</h3><ul><li><strong>Lá:</strong> Lá lúa đứng (thẳng), cứng cáp, màu xanh bền (không quá đậm do thừa đạm), không có vết bệnh đạo ôn hay bạc lá.</li><li><strong>Thân (Rạ):</strong> Thân mập, lóng ngắn, cứng cây, khả năng chống đổ ngã tốt.</li><li><strong>Rễ:</strong> Bộ rễ ăn sâu, màu trắng ngà hoặc nâu vàng, không bị đen thối.</li><li><strong>Bông:</strong> Bông to, hạt mẩy, vỏ trấu sáng màu.</li></ul></div>","Duy trì canh tác:<br>1. Dinh dưỡng: Bón lót sâu, bón thúc sớm. Áp dụng bảng so màu lá lúa (LCC) để bón đạm vừa đủ.<br>2. Quản lý nước: Kỹ thuật ""Nông - Lộ - Phơi"" xen kẽ để rễ lúa ăn sâu.<br>3. Phòng trừ: Thăm đồng thường xuyên, áp dụng IPM.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764687437/aug_0_healthy_32_nyiv15.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687416/aug_0_healthy_63_nrlb0n.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687410/aug_0_healthy_83_joz3ei.jpg",Lúa
"Bệnh đốm nâu Lúa (Tiêm lửa)",Rice_Brown_Spot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm nâu (Brown Spot) hay còn gọi là bệnh Tiêm lửa, thường xuất hiện ở những ruộng lúa thiếu dinh dưỡng, đất phèn hoặc nghèo hữu cơ.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Bipolaris oryzae</em> (tên cũ <em>Helminthosporium oryzae</em>).</li></ul><h3>Triệu chứng nhận diện</h3><ul><li><strong>Vết bệnh:</strong> Các đốm nhỏ hình bầu dục hoặc hình tròn (như hạt vừng).</li><li><strong>Màu sắc:</strong> Màu nâu đỏ, nâu sẫm, rải rác khắp mặt lá.</li><li><strong>Tác hại:</strong> Nếu bị trên hạt (lem lép hạt) sẽ làm hạt bị lửng, vỏ trấu biến màu, gạo bị đục và gãy nát khi xay xát.</li></ul></div>","1. Cải tạo đất (Gốc rễ vấn đề):<br>- Bón vôi bột để khử chua, hạ phèn.<br>- Bón phân hữu cơ hoai mục, bổ sung Lân và Kali để tăng sức đề kháng.<br><br>2. Biện pháp hóa học:<br>- Xử lý hạt giống trước khi gieo.<br>- Phun thuốc khi lúa trổ lác đác và trổ đều.<br>- Hoạt chất: <strong>Propiconazole</strong>, <strong>Difenoconazole</strong>, <strong>Azoxystrobin</strong> hoặc <strong>Mancozeb</strong>.<br>- Sản phẩm: Tilt Super, Anvil, Amistar Top.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764687587/5390490lgpt_lirfxj.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687581/cochliobolus_ucekfc.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687575/images_sc4dpi.jpg",Lúa
"Bệnh đốm vằn Lúa (Khô vằn)",Rice_Leaf_Scald,Bệnh nấm,"<div><h2>Đính chính tên bệnh</h2><p><em>Lưu ý: Class name ""Rice_Leaf_Scald"" thường dịch là ""Bệnh cháy bìa lá do nấm"" (Microdochium oryzae), khác với ""Bạc lá"" (do vi khuẩn) và khác với ""Khô vằn"" (Sheath Blight). Dưới đây mô tả bệnh <strong>Cháy bìa lá do nấm (Leaf Scald)</strong> cho đúng với thuật ngữ quốc tế.</em></p><h2>Tổng quan bệnh hại</h2><p>Bệnh cháy bìa lá do nấm (Leaf Scald) gây hại trên phiến lá, làm lá khô cháy từng mảng lớn.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Microdochium oryzae</em> (hoặc <em>Gerlachia oryzae</em>).</li></ul><h3>Triệu chứng điển hình</h3><ul><li><strong>Vị trí:</strong> Bắt đầu từ chóp lá hoặc mép lá.</li><li><strong>Vết bệnh:</strong> Các vết loang lổ hình vân mây (zonate), xen kẽ các dải màu nâu đậm và nâu nhạt.</li><li><strong>Tiến triển:</strong> Vết bệnh lan rộng làm cháy khô cả chóp lá và mép lá, trông như bị nước sôi dội vào (scald).</li></ul></div>","1. Biện pháp canh tác:<br>- Không gieo cấy quá dày.<br>- Bón phân cân đối, tránh bón thừa Đạm giai đoạn cuối.<br><br>2. Biện pháp hóa học:<br>- Phun khi bệnh mới chớm.<br>- Hoạt chất: <strong>Thiophanate-methyl</strong>, <strong>Carbendazim</strong>, <strong>Benomyl</strong> hoặc <strong>Edifenphos</strong>.<br>- Phun ướt đều bộ lá đòng.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764687725/aug_0_leaf_scald_59_ixkxp3.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687719/aug_0_leaf_scald_66_ese0gl.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687713/aug_0_leaf_scald_98_hj8loz.jpg",Lúa
"Bệnh đốm sọc hẹp trên Lúa",Rice_Narrow_Brown_Spot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm sọc hẹp (Narrow Brown Leaf Spot) hay bệnh gạch nâu, thường xuất hiện vào giai đoạn lúa trổ chín, làm lá lúa già sớm.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Cercospora janseana</em> (hoặc <em>Sphaerulina oryzina</em>).</li></ul><h3>Triệu chứng đặc trưng</h3><ul><li><strong>Vết bệnh:</strong> Các sọc ngắn, hẹp, màu nâu đỏ chạy dọc theo gân lá (kích thước khoảng 1-2mm chiều ngang, 3-5mm chiều dài).</li><li><strong>Hình dáng:</strong> Trông giống như các dấu gạch nối (-) màu nâu chi chít trên lá.</li><li><strong>Tác hại:</strong> Làm lá lúa nhanh tàn, giảm quang hợp nuôi hạt, gây hiện tượng ""lúa von"" nhẹ.</li></ul></div>","1. Biện pháp canh tác:<br>- Sử dụng giống kháng hoặc ngắn ngày.<br>- Bón đủ Kali giúp lá cứng, hạn chế nấm xâm nhập.<br><br>2. Biện pháp hóa học:<br>- Thường không cần phun thuốc riêng nếu đã phun phòng lem lép hạt.<br>- Hoạt chất hiệu quả: <strong>Propiconazole</strong>, <strong>Hexaconazole</strong>, <strong>Tebuconazole</strong>.<br>- Phun vào giai đoạn lúa trổ lẹt xẹt và trổ đều.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764687843/aug_0_narrow_brown_4_kl6tob.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687835/aug_0_narrow_brown_3_iu913f.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764687829/aug_0_narrow_brown_1_kwdncr.jpg",Lúa
"Bệnh đốm vòng Cà chua (Target Spot)",Tomato_Target_Spot,Bệnh nấm,"<div><h2>Tổng quan bệnh hại</h2><p>Bệnh đốm vòng (Target Spot) dễ nhầm với bệnh đốm vòng sớm (Early Blight), nhưng do nấm khác gây ra và có triệu chứng hơi khác biệt.</p><h3>Tác nhân gây bệnh</h3><ul><li><strong>Nấm:</strong> <em>Corynespora cassiicola</em>.</li></ul><h3>Triệu chứng phân biệt</h3><ul><li><strong>Vết bệnh:</strong> Ban đầu là các đốm nhỏ màu nâu, sau lớn dần thành hình tròn.</li><li><strong>Cấu trúc:</strong> Vết bệnh có các vòng tròn đồng tâm rõ rệt (như bia bắn - target board). Tâm vết bệnh thường có màu xám trắng và hay bị thủng lỗ.</li><li><strong>Vị trí:</strong> Tấn công cả lá, thân và quả. Trên quả, vết bệnh lõm xuống, màu nâu, làm quả bị thối.</li></ul></div>","1. Biện pháp canh tác:<br>- Tỉa bỏ các lá già gốc để vườn thông thoáng.<br>- Tiêu hủy tàn dư cây trồng sau thu hoạch.<br><br>2. Biện pháp hóa học:<br>- Phun phòng khi thời tiết ấm và ẩm.<br>- Hoạt chất đặc trị: <strong>Azoxystrobin</strong>, <strong>Pyraclostrobin</strong> (nhóm Strobilurin rất hiệu quả), <strong>Mancozeb</strong> hoặc <strong>Chlorothalonil</strong>.<br>- Lưu ý: Nấm này dễ kháng thuốc, cần luân phiên hoạt chất.","https://res.cloudinary.com/dzstqe0re/image/upload/v1764688168/2685b528-885d-4ee4-b525-2d4c10ec2d21___Com.G_TgS_FL_0045_vqg5qb.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764688162/2914d8c0-09ba-4a50-a075-738c4a63e288___Com.G_TgS_FL_8119_ubscae.jpg,https://res.cloudinary.com/dzstqe0re/image/upload/v1764688156/3015f64d-6fe8-4673-948a-9bdb854ce207___Com.G_TgS_FL_9972_klakdn.jpg",Cà chua
